ImageId,Label
1219,5
1220,2
1221,0
1222,3
1223,3
1224,6
1225,8
1226,5
1227,9
1228,9
1229,5
1230,4
1231,9
1232,3
1233,0
1234,8
1235,5
1236,1
1237,5
1238,1
1239,9
1240,9
1241,5
1242,1
1243,7
1244,5
1245,2
1246,9
1247,1
1248,4
1249,3
1250,1
1251,4
1252,6
1253,0
1254,5
1255,3
1256,3
1257,7
1258,6
1259,1
1260,3
1261,1
1262,5
1263,5
1264,2
1265,2
1266,6
1267,5
1268,4
1269,3
1270,1
1271,1
1272,3
1273,1
1274,8
1275,0
1276,9
1277,0
1278,1
1279,7
1280,6
1281,1
1282,5
1283,7
1284,0
1285,7
1286,1
1287,0
1288,8
1289,1
1290,1
1291,4
1292,8
1293,5
1294,4
1295,3
1296,9
1297,9
1298,4
1299,8
1300,6
1301,6
1302,6
1303,1
1304,1
1305,4
1306,0
1307,5
1308,8
1309,0
1310,5
1311,6
1312,7
1313,3
1314,8
1315,9
1316,6
1317,2
1318,5
1319,7
1320,8
1321,9
1322,8
1323,8
1324,1
1325,8
1326,0
1327,9
1328,6
1329,9
1330,1
1331,3
1332,4
1333,8
1334,1
1335,5
1336,1
1337,4
1338,3
1339,3
1340,2
1341,8
1342,5
1343,1
1344,3
1345,1
1346,0
1347,8
1348,6
1349,1
1350,8
1351,3
1352,6
1353,7
1354,2
1355,3
1356,2
1357,9
1358,7
1359,1
1360,8
1361,9
1362,8
1363,7
1364,3
1365,8
1366,4
1367,3
1368,8
1369,2
1370,1
1371,6
1372,7
1373,6
1374,1
1375,1
1376,0
1377,3
1378,0
1379,9
1380,1
1381,5
1382,4
1383,0
1384,5
1385,7
1386,8
1387,5
1388,9
1389,9
1390,9
1391,1
1392,9
1393,3
1394,5
1395,5
1396,4
1397,5
1398,2
1399,7
1400,9
1401,1
1402,8
1403,8
1404,8
1405,9
1406,8
1407,9
1408,3
1409,4
1410,8
1411,4
1412,1
1413,3
1414,1
1415,9
1416,3
1417,7
1418,1
1419,1
1420,7
1421,9
1422,1
1423,3
1424,6
1425,8
1426,1
1427,3
1428,0
1429,8
1430,8
1431,9
1432,7
1433,1
1434,9
1435,4
1436,8
1437,9
1438,4
1439,5
1440,9
1441,6
1442,3
1443,2
1444,5
1445,9
1446,8
1447,0
1448,9
1449,5
1450,0
1451,1
1452,8
1453,9
1454,0
1455,9
1456,0
1457,4
1458,7
1459,0
1460,8
1461,5
1462,3
1463,3
1464,6
1465,2
1466,1
1467,3
1468,1
1469,5
1470,3
1471,1
1472,0
1473,4
1474,5
1475,9
1476,3
1477,2
1478,4
1479,5
1480,1
1481,8
1482,1
1483,6
1484,5
1485,4
1486,0
1487,7
1488,9
1489,7
1490,4
1491,7
1492,3
1493,3
1494,9
1495,3
1496,0
1497,8
1498,6
1499,5
1500,1
1501,0
1502,1
1503,1
1504,3
1505,5
1506,4
1507,0
1508,1
1509,3
1510,8
1511,5
1512,3
1513,6
1514,5
1515,3
1516,1
1517,1
1518,7
1519,4
1520,9
1521,8
1522,9
1523,9
1524,1
1525,1
1526,3
1527,9
1528,3
1529,1
1530,8
1531,4
1532,1
1533,8
1534,4
1535,0
1536,1
1537,0
1538,1
1539,0
1540,0
1541,5
1542,1
1543,1
1544,3
1545,3
1546,9
1547,9
1548,7
1549,5
1550,4
1551,6
1552,8
1553,1
1554,5
1555,1
1556,4
1557,5
1558,8
1559,9
1560,0
1561,8
1562,9
1563,1
1564,7
1565,8
1566,6
1567,1
1568,5
1569,9
1570,6
1571,3
1572,0
1573,8
1574,7
1575,9
1576,2
1577,6
1578,1
1579,9
1580,2
1581,3
1582,8
1583,8
1584,1
1585,4
1586,6
1587,6
1588,4
1589,0
1590,2
1591,3
1592,6
1593,3
1594,3
1595,2
1596,5
1597,1
1598,8
1599,2
1600,3
1601,5
1602,7
1603,7
1604,4
1605,2
1606,0
1607,2
1608,2
1609,1
1610,1
1611,9
1612,9
1613,3
1614,3
1615,1
1616,9
1617,3
1618,2
1619,1
1620,1
1621,3
1622,6
1623,1
1624,4
1625,9
1626,4
1627,5
1628,6
1629,6
1630,5
1631,8
1632,9
1633,6
1634,6
1635,1
1636,0
1637,7
1638,8
1639,8
1640,9
1641,3
1642,5
1643,7
1644,1
1645,1
1646,4
1647,6
1648,1
1649,0
1650,0
1651,1
1652,7
1653,7
1654,8
1655,8
1656,9
1657,8
1658,2
1659,4
1660,8
1661,1
1662,3
1663,8
1664,1
1665,1
1666,3
1667,6
1668,6
1669,5
1670,5
1671,8
1672,8
1673,5
1674,8
1675,9
1676,8
1677,2
1678,6
1679,1
1680,3
1681,8
1682,3
1683,6
1684,8
1685,3
1686,4
1687,1
1688,3
1689,3
1690,7
1691,1
1692,3
1693,6
1694,2
1695,1
1696,7
1697,4
1698,1
1699,4
1700,3
1701,2
1702,8
1703,0
1704,5
1705,1
1706,3
1707,4
1708,5
1709,0
1710,7
1711,7
1712,1
1713,5
1714,5
1715,5
1716,9
1717,7
1718,0
1719,8
1720,1
1721,3
1722,3
1723,1
1724,2
1725,5
1726,4
1727,1
1728,1
1729,3
1730,9
1731,3
1732,4
1733,1
1734,5
1735,4
1736,0
1737,8
1738,8
1739,1
1740,0
1741,0
1742,5
1743,3
1744,5
1745,1
1746,5
1747,1
1748,0
1749,0
1750,3
1751,7
1752,1
1753,6
1754,9
1755,3
1756,5
1757,0
1758,8
1759,1
1760,2
1761,3
1762,6
1763,7
1764,9
1765,1
1766,8
1767,5
1768,8
1769,1
1770,1
1771,8
1772,2
1773,2
1774,5
1775,3
1776,3
1777,5
1778,2
1779,5
1780,4
1781,1
1782,8
1783,7
1784,0
1785,6
1786,6
1787,2
1788,3
1789,2
1790,2
1791,4
1792,1
1793,4
1794,6
1795,9
1796,2
1797,2
1798,8
1799,0
1800,5
1801,0
1802,0
1803,0
1804,0
1805,3
1806,3
1807,4
1808,3
1809,6
1810,5
1811,8
1812,6
1813,0
1814,3
1815,1
1816,8
1817,3
1818,6
1819,3
1820,2
1821,7
1822,1
1823,1
1824,3
1825,9
1826,5
1827,3
1828,0
1829,3
1830,8
1831,4
1832,6
1833,8
1834,8
1835,1
1836,0
1837,0
1838,4
1839,8
1840,6
1841,6
1842,2
1843,4
1844,3
1845,0
1846,2
1847,7
1848,1
1849,8
1850,3
1851,3
1852,8
1853,8
1854,9
1855,7
1856,9
1857,3
1858,6
1859,3
1860,7
1861,3
1862,1
1863,6
1864,5
1865,1
1866,8
1867,1
1868,9
1869,8
1870,1
1871,3
1872,2
1873,2
1874,4
1875,9
1876,0
1877,2
1878,1
1879,2
1880,5
1881,5
1882,5
1883,9
1884,1
1885,8
1886,9
1887,8
1888,1
1889,9
1890,6
1891,9
1892,5
1893,6
1894,8
1895,8
1896,1
1897,1
1898,3
1899,8
1900,4
1901,4
1902,0
1903,3
1904,3
1905,7
1906,9
1907,3
1908,8
1909,5
1910,9
1911,1
1912,3
1913,8
1914,5
1915,1
1916,7
1917,4
1918,0
1919,1
1920,9
1921,0
1922,6
1923,9
1924,2
1925,9
1926,9
1927,1
1928,5
1929,4
1930,4
1931,3
1932,8
1933,6
1934,3
1935,6
1936,1
1937,8
1938,3
1939,9
1940,8
1941,4
1942,5
1943,0
1944,5
1945,6
1946,3
1947,8
1948,4
1949,6
1950,0
1951,5
1952,4
1953,8
1954,1
1955,7
1956,7
1957,8
1958,8
1959,1
1960,1
1961,3
1962,3
1963,4
1964,1
1965,1
1966,6
1967,1
1968,9
1969,3
1970,0
1971,4
1972,9
1973,5
1974,1
1975,8
1976,4
1977,0
1978,9
1979,3
1980,8
1981,9
1982,5
1983,6
1984,5
1985,0
1986,1
1987,0
1988,1
1989,4
1990,8
1991,9
1992,1
1993,4
1994,9
1995,6
1996,3
1997,0
1998,8
1999,8
2000,7
2001,9
2002,6
2003,1
2004,6
2005,7
2006,2
2007,4
2008,4
2009,5
2010,1
2011,1
2012,5
2013,1
2014,6
2015,4
2016,9
2017,0
2018,2
2019,9
2020,1
2021,4
2022,9
2023,9
2024,6
2025,2
2026,6
2027,8
2028,3
2029,1
2030,9
2031,6
2032,3
2033,2
2034,9
2035,1
2036,8
2037,6
2038,8
2039,2
2040,7
2041,5
2042,1
2043,1
2044,9
2045,4
2046,2
2047,8
2048,8
2049,2
2050,4
2051,0
2052,5
2053,9
2054,1
2055,8
2056,8
2057,4
2058,3
2059,3
2060,8
2061,5
2062,0
2063,7
2064,0
2065,3
2066,7
2067,1
2068,9
2069,1
2070,9
2071,4
2072,5
2073,6
2074,9
2075,4
2076,8
2077,5
2078,0
2079,0
2080,8
2081,3
2082,1
2083,6
2084,3
2085,3
2086,2
2087,2
2088,4
2089,1
2090,8
2091,4
2092,8
2093,3
2094,3
2095,5
2096,6
2097,1
2098,3
2099,9
2100,3
2101,9
2102,9
2103,5
2104,2
2105,4
2106,6
2107,1
2108,4
2109,3
2110,3
2111,6
2112,5
2113,6
2114,2
2115,2
2116,9
2117,0
2118,6
2119,2
2120,1
2121,9
2122,2
2123,8
2124,7
2125,5
2126,6
2127,2
2128,0
2129,6
2130,8
2131,2
2132,9
2133,5
2134,9
2135,1
2136,6
2137,8
2138,1
2139,9
2140,8
2141,6
2142,1
2143,8
2144,2
2145,1
2146,8
2147,6
2148,1
2149,1
2150,5
2151,7
2152,0
2153,3
2154,6
2155,8
2156,0
2157,8
2158,2
2159,8
2160,8
2161,5
2162,1
2163,5
2164,5
2165,3
2166,3
2167,1
2168,1
2169,6
2170,1
2171,9
2172,3
2173,2
2174,0
2175,4
2176,5
2177,0
2178,2
2179,5
2180,4
2181,4
2182,6
2183,0
2184,9
2185,6
2186,5
2187,5
2188,1
2189,4
2190,5
2191,5
2192,9
2193,4
2194,7
2195,5
2196,3
2197,8
2198,9
2199,9
2200,8
2201,1
2202,7
2203,8
2204,6
2205,4
2206,0
2207,2
2208,4
2209,1
2210,8
2211,0
2212,4
2213,2
2214,1
2215,1
2216,6
2217,5
2218,3
2219,5
2220,5
2221,1
2222,8
2223,5
2224,5
2225,0
2226,1
2227,1
2228,2
2229,1
2230,1
2231,5
2232,3
2233,2
2234,1
2235,1
2236,7
2237,9
2238,4
2239,8
2240,0
2241,3
2242,5
2243,1
2244,8
2245,9
2246,9
2247,6
2248,3
2249,3
2250,3
2251,9
2252,0
2253,3
2254,6
2255,5
2256,1
2257,4
2258,6
2259,0
2260,0
2261,8
2262,3
2263,0
2264,0
2265,1
2266,8
2267,0
2268,5
2269,2
2270,0
2271,1
2272,1
2273,3
2274,9
2275,9
2276,4
2277,6
2278,8
2279,9
2280,5
2281,9
2282,8
2283,3
2284,2
2285,6
2286,0
2287,8
2288,3
2289,9
2290,6
2291,3
2292,5
2293,2
2294,1
2295,5
2296,8
2297,4
2298,6
2299,8
2300,5
2301,2
2302,3
2303,0
2304,3
2305,4
2306,3
2307,8
2308,3
2309,1
2310,6
2311,5
2312,8
2313,5
2314,7
2315,0
2316,1
2317,1
2318,5
2319,3
2320,2
2321,8
2322,9
2323,2
2324,8
2325,9
2326,3
2327,5
2328,6
2329,3
2330,3
2331,3
2332,2
2333,5
2334,5
2335,8
2336,7
2337,8
2338,3
2339,5
2340,5
2341,9
2342,6
2343,5
2344,8
2345,6
2346,9
2347,4
2348,6
2349,6
2350,0
2351,9
2352,9
2353,5
2354,9
2355,4
2356,1
2357,5
2358,3
2359,8
2360,1
2361,0
2362,8
2363,6
2364,5
2365,1
2366,3
2367,0
2368,4
2369,0
2370,3
2371,6
2372,2
2373,4
2374,1
2375,1
2376,1
2377,6
2378,5
2379,6
2380,5
2381,8
2382,3
2383,4
2384,6
2385,3
2386,9
2387,3
2388,7
2389,8
2390,5
2391,1
2392,0
2393,0
2394,7
2395,7
2396,1
2397,6
2398,0
2399,8
2400,1
2401,4
2402,3
2403,6
2404,1
2405,5
2406,6
2407,1
2408,0
2409,1
2410,5
2411,9
2412,8
2413,1
2414,4
2415,3
2416,7
2417,5
2418,5
2419,2
2420,2
2421,3
2422,5
2423,0
2424,0
2425,8
2426,5
2427,5
2428,9
2429,5
2430,2
2431,8
2432,0
2433,0
2434,8
2435,2
2436,3
2437,8
2438,5
2439,0
2440,1
2441,1
2442,8
2443,4
2444,1
2445,2
2446,3
2447,8
2448,4
2449,4
2450,1
2451,0
2452,8
2453,3
2454,1
2455,8
2456,6
2457,5
2458,1
2459,5
2460,8
2461,7
2462,0
2463,8
2464,3
2465,9
2466,1
2467,0
2468,3
2469,3
2470,9
2471,7
2472,3
2473,1
2474,9
2475,4
2476,3
2477,3
2478,4
2479,0
2480,2
2481,1
2482,3
2483,9
2484,4
2485,1
2486,4
2487,5
2488,7
2489,5
2490,6
2491,1
2492,3
2493,6
2494,6
2495,9
2496,0
2497,5
2498,1
2499,1
2500,5
2501,3
2502,7
2503,6
2504,5
2505,1
2506,9
2507,2
2508,6
2509,1
2510,4
2511,2
2512,2
2513,1
2514,0
2515,2
2516,5
2517,2
2518,6
2519,4
2520,2
2521,2
2522,3
2523,0
2524,0
2525,8
2526,6
2527,8
2528,3
2529,0
2530,4
2531,6
2532,4
2533,1
2534,8
2535,5
2536,3
2537,9
2538,2
2539,4
2540,1
2541,1
2542,3
2543,0
2544,1
2545,1
2546,8
2547,0
2548,2
2549,9
2550,5
2551,3
2552,6
2553,8
2554,5
2555,8
2556,3
2557,7
2558,2
2559,6
2560,5
2561,9
2562,5
2563,7
2564,1
2565,3
2566,6
2567,0
2568,4
2569,9
2570,5
2571,6
2572,5
2573,6
2574,5
2575,1
2576,0
2577,3
2578,1
2579,8
2580,1
2581,1
2582,9
2583,1
2584,3
2585,7
2586,7
2587,8
2588,9
2589,6
2590,2
2591,9
2592,8
2593,8
2594,1
2595,2
2596,8
2597,8
2598,2
2599,9
2600,0
2601,1
2602,5
2603,8
2604,3
2605,4
2606,4
2607,8
2608,1
2609,6
2610,5
2611,5
2612,8
2613,4
2614,8
2615,9
2616,5
2617,6
2618,1
2619,3
2620,8
2621,3
2622,2
2623,1
2624,6
2625,4
2626,1
2627,4
2628,5
2629,6
2630,4
2631,6
2632,5
2633,3
2634,4
2635,9
2636,9
2637,9
2638,8
2639,2
2640,3
2641,1
2642,6
2643,2
2644,8
2645,7
2646,1
2647,8
2648,9
2649,7
2650,4
2651,1
2652,0
2653,2
2654,9
2655,0
2656,5
2657,5
2658,9
2659,0
2660,9
2661,5
2662,5
2663,0
2664,3
2665,6
2666,7
2667,5
2668,8
2669,7
2670,0
2671,2
2672,1
2673,6
2674,1
2675,5
2676,2
2677,9
2678,3
2679,2
2680,6
2681,6
2682,8
2683,3
2684,4
2685,7
2686,9
2687,1
2688,9
2689,1
2690,3
2691,2
2692,3
2693,1
2694,0
2695,9
2696,0
2697,1
2698,4
2699,9
2700,7
2701,5
2702,8
2703,4
2704,5
2705,8
2706,1
2707,9
2708,2
2709,6
2710,7
2711,7
2712,1
2713,0
2714,3
2715,1
2716,6
2717,8
2718,8
2719,6
2720,7
2721,3
2722,7
2723,2
2724,4
2725,4
2726,1
2727,9
2728,6
2729,1
2730,1
2731,6
2732,6
2733,4
2734,9
2735,1
2736,4
2737,9
2738,8
2739,1
2740,1
2741,7
2742,7
2743,3
2744,1
2745,4
2746,1
2747,0
2748,4
2749,8
2750,1
2751,4
2752,3
2753,1
2754,5
2755,6
2756,3
2757,0
2758,0
2759,2
2760,3
2761,9
2762,5
2763,1
2764,1
2765,8
2766,1
2767,3
2768,2
2769,3
2770,1
2771,0
2772,3
2773,9
2774,8
2775,0
2776,7
2777,1
2778,0
2779,6
2780,1
2781,3
2782,1
2783,1
2784,8
2785,2
2786,2
2787,1
2788,1
2789,7
2790,5
2791,7
2792,6
2793,5
2794,3
2795,1
2796,4
2797,6
2798,2
2799,5
2800,6
2801,9
2802,5
2803,5
2804,0
2805,8
2806,2
2807,0
2808,8
2809,6
2810,9
2811,3
2812,1
2813,9
2814,2
2815,5
2816,1
2817,1
2818,8
2819,1
2820,1
2821,5
2822,1
2823,0
2824,1
2825,1
2826,5
2827,6
2828,1
2829,9
2830,1
2831,9
2832,2
2833,9
2834,1
2835,6
2836,6
2837,1
2838,8
2839,8
2840,9
2841,8
2842,6
2843,1
2844,1
2845,6
2846,1
2847,2
2848,1
2849,5
2850,5
2851,5
2852,1
2853,7
2854,1
2855,0
2856,6
2857,4
2858,4
2859,8
2860,3
2861,3
2862,9
2863,8
2864,1
2865,1
2866,4
2867,0
2868,8
2869,1
2870,2
2871,1
2872,6
2873,5
2874,3
2875,4
2876,0
2877,5
2878,0
2879,3
2880,1
2881,4
2882,9
2883,2
2884,1
2885,7
2886,0
2887,9
2888,1
2889,5
2890,3
2891,1
2892,4
2893,0
2894,2
2895,5
2896,9
2897,4
2898,3
2899,1
2900,3
2901,9
2902,3
2903,1
2904,1
2905,2
2906,0
2907,0
2908,7
2909,7
2910,8
2911,1
2912,6
2913,0
2914,6
2915,7
2916,9
2917,1
2918,6
2919,5
2920,6
2921,2
2922,3
2923,9
2924,9
2925,9
2926,2
2927,7
2928,5
2929,2
2930,5
2931,1
2932,7
2933,5
2934,3
2935,7
2936,8
2937,1
2938,2
2939,3
2940,6
2941,1
2942,9
2943,7
2944,7
2945,7
2946,3
2947,9
2948,5
2949,5
2950,8
2951,5
2952,8
2953,7
2954,5
2955,8
2956,0
2957,7
2958,1
2959,1
2960,4
2961,6
2962,3
2963,7
2964,3
2965,5
2966,6
2967,9
2968,8
2969,8
2970,8
2971,2
2972,2
2973,9
2974,7
2975,9
2976,8
2977,1
2978,1
2979,1
2980,5
2981,8
2982,6
2983,1
2984,7
2985,0
2986,7
2987,5
2988,2
2989,7
2990,2
2991,8
2992,1
2993,8
2994,7
2995,1
2996,5
